X,Y,OBJECTID,ASSET_ADDR,ASSET_NAME,OPA_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,ASSET_ID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,BUILDINGID,SECONDARYSITE_ID,PRIMARYSITE_ID,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,SITE_ACRES,SERVING_TYPE,EDITNOTE1,EDITDATE,EDITSOURCE,EDITOR,NOT_PUBLIC,STATUS
-75.10206573,40.04704437,323,6000 RISING SUN AVE,Lawncrest Recreation Center Fields,6000 RISING SUN AVE,Lawncrest Recreation Center,,,2416,,A11,A11.3,B3,C87,,,,4263,Baseball Field,Y,Owned,Public use,PPR,786458500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.08279593,40.04125053,324,6250 FRONTENAC ST,Tarken Recreation Center Athletic Field,6250 FRONTENAC ST,Tarken Recreation Center,,,2695,,A11,A11.3,B3,C87,,, ,4407,Baseball Field,Y,Owned,Public use,PPR,786160500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0698165,40.02513865,325,5801 FRANKFORD AVE,Wissinoming Park Tennis Court,5801 FRANKFORD AVE,Wissinoming Park,,,2777,,A11,A11.3,B2,C67,,,,4456,Tennis Court,Y,Owned,Public use,PPR,786151700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.05410299,40.05023916,326,2400 FAUNCE ST,Bradford Park,2400 FAUNCE ST,Bradford Park,17413E,,236,,A11,A11.2,B3,C36,,,,4067,Neighborhood Park,Y,Owned,Public use,PPR,561399000,CITY OF PHILA,7.78998899,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0329017,40.01988813,327,7071R MILNOR ST,Tacony Access/Launch,7071R MILNOR ST,Princeton Avenue Boat Launch,,,3089,,A11,A11.3,B4,C93,,,,4361,Boat Launch,Y,Owned,PPR,PPR,786589210,CITY OF PHILADELPHIA,2.8986,C,,2015/09/27 00:00:00+00,PPR Data,nf,N,A
-75.02704538,40.06049193,328,8930 ASHTON RD,McArdle Recreation Center Basketball Court,8930 ASHTON RD,McArdle Recreation Center,,,2479,,A11,A11.3,B2,C4,,,,4293,Basketball Court,Y,Owned,Public use,PPR,571309910,CITY PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0168439,40.03022989,329,7999 STATE RD,Alternative Special Detention Central Unit,7999 STATE RD,Philadelphia Correctional Facilities Campus,,,1701,,A13,A13.3,B1,C11,,1270074,,10359552,Detention Center Adult,Y,Owned,PRISONS,PRISONS,786504751,PHILA MUNICIPAL AUTH NE,,M,Acres incl with Riverside Correctional Facility,2016/11/28 00:00:00+00,Prisons per James Bentley,nf,N,A
-75.07033573,40.02442869,330,5801 FRANKFORD AVE,Wissinoming Playground Building,5801 FRANKFORD AVE,Wissinoming Park,16631E,,545,,A11,A11.3,B1,C49,,1312058,,4456,Recreation Building,Y,Owned,Public use,PPR,786151700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.22286939,39.98708273,331,5301 N GEORGES HILL DR,North Georges Hill Picnic Pavilion,,West Fairmount Park,,,1489,,A11,,B4,C40,,1511558,,4440,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21687425,39.94231621,332,4901 KINGSESSING AVE,Kingsessing Recreation Center Playground Equipment,4901 KINGSESSING AVE,Kingsessing Recreation Center,,,2405,,A11,A11.3,B2,C42,,,,4253,Playground Equipment,Y,Owned,Public use,PPR,783249500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21838034,39.96149194,333,111 N 49TH ST,Supportive Housing - Kirkbride Center,111 N 49TH ST,Supportive Housing - Kirkbride Center,,,3027,,A7,,B1,C22,,,,10198156,Housing\Group Quarters,N,Lessee,OSH,Lessor,883081705,KIRKBRIDE REALTY CORP,,C,,2013/09/17 00:00:00+00,,mw,N,A
-75.21102405,39.96225859,334,4400 HAVERFORD AVE,Health Center 4,4310 HAVERFORD AVE,Health Center 4,14004E,,986,,A7,A7.1,B1,C20,,1422644,,4264,Health Center,Y,Owned,HEALTH,HEALTH,783206901,CITY OF PHILA,8.50472927,C,,2012/11/14 00:00:00+00,Dept per MDO request,mw,N,A
-75.21068268,40.01778759,335,5119 ROCHELLE AVE,La Noce Park Playground Equipment,5119 ROCHELLE AVE,La Noce Park,,,2950,,A11,A11.3,B2,C42,,,,4255,Playground Equipment,Y,Owned,Public use,PPR,784390800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20631647,39.97766605,336,NORTH CONCOURSE DR,Eagle (One of Two),,West Fairmount Park,,,3258,,A11,,B4,C64,,,,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.20423448,39.97694477,337,3700 SWEET BRIAR LN,Sweet Briar Area,,West Fairmount Park,,,3117,,A11,A11.3,B3,C87,,,,4440,Baseball Field,Y,Owned,PPR,PPR,,,8.642373,C,No OPA parcel,2015/09/27 00:00:00+00,PPR Data,nf,N,A
-75.20177162,39.99919663,338,3601 CHAMOUNIX DR,Chamounix Tennis Courts 1,,West Fairmount Park,,,1827,,A11,A11.3,B3,C67,,,,4440,Tennis Court,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.18865624,39.96961288,339,12 JOHN B KELLY DR,Penn Athletic Club Rowing Association Building - Boathouse Row #12,,East Fairmount Park,,,1448,,A11,A11.3,B1,C49,,1539530,,4145,Recreation Building,Y,Lessor,Penn Athletic Club Rowing Association,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.18449424,39.97959917,340,3001-15 JEFFERSON ST,30th & Jefferson Playground,3001-15 JEFFERSON ST,30th & Jefferson Playground,16041E,,797,,A11,A11.3,B3,C50,D11,,,4011,Recreation Center,Y,Owned,Public use,PPR,782273200,CITY OF PHILA,1.20644295,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.17771157,39.93137371,341,1601-13 S 20TH ST,Ralph Brooks Park ,1601-13 S 20TH ST,Ralph Brooks Park ,,,1360,,A11,A11.3,B3,C50,D11,,,4363,Recreation Center,Y,Owned,Public use,PPR,363232010,CITY OF PHILA,0.280992,C,Created per verification with PPR FDR PARK Manager 6/23/11,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.16975511,40.06548393,342,7701 MANSFIELD AVE,Finley Recreation Center Playground Equipment,7701 MANSFIELD AVE,Finley Recreation Center,,,2227,,A11,A11.3,B2,C42,,,,4156,Playground Equipment,Y,Owned,Public use,PPR,784230300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.16729488,39.95419608,343,1617 JOHN F KENNEDY BLVD,One Penn Center,1601 JOHN F KENNEDY BLVD,One Penn Center,,,3143,,A7,,B1,C34,D10,1511074,,10445634,Multi-Use\Office Building,N,Lessee,DHS,,883339500,ONE PENN ASSOCIATES L P,0.98181818,M,"10th floor, 15522 sqft, Lease #22-04",2015/10/14 00:00:00+00,DPP lease schedule,nf,N,A
-75.19044889,39.97392567,344,KELLY DR BELOW GIRARD AVE BRIDGE; OPPOSITE ELLEN PHILLIPS SAMUEL MEM*,James A. Garfield Monument,,East Fairmount Park,,,3171,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.18957218,40.03363648,345,6331 WISSAHICKON AVE,Clifford Park Athletic Field,6331 WISSAHICKON AVE,Clifford Park,,,1628,,A11,A11.3,B3,C3,,,,4455,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784484650,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.18800864,40.05732592,346,7001 GERMANTOWN AVE,Mt Airy Playground Basketball Court,7001 GERMANTOWN AVE,Mt Airy Playground,,,2534,,A11,A11.3,B2,C4,,,,4315,Basketball Court,Y,Owned,Public use,PPR,784166350,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.00187231,40.05168513,347,9050 TORRESDALE AVE,Jacobs Playground Building,9050 TORRESDALE AVE,Jacobs Playground,16351E,,134,,A11,A11.3,B1,C49,,1324193,,4236,Recreation Building,Y,Owned,PPR,PPR,786537600,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.98202826,40.05258114,348,5001 GRANT AVE,Glen Foerd Gate House,5001 GRANT AVE,Glen Foerd,,,1568,,A11,,B1,C21,,1294975,,10513006,Historic House\Site,Y,Owned,Public use,PPR,786166200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2602081,39.97291994,349,7401 LANSDOWNE AVE,Rose Playground Play Equipment,,Rose Playground,,,2623,,A11,A11.3,B2,C42,,,,4106,Playground Equipment,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.25002737,39.96902739,350,338-50 N 65TH ST,Granahan Playground Play Equipment,338-50 N 65TH ST,Granahan Playground,,,2282,,A11,A11.3,B2,C42,,,,4106,Playground Equipment,Y,Owned,Public use,PPR,783798200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.14860169,39.93064815,351,213 REED ST,Herron Playground Play Equipment,213 REED ST,Herron Playground,,,2313,,A11,A11.3,B2,C42,,,,4218,Playground Equipment,Y,Owned,Public use,PPR,781385000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15239984,39.94733206,352,600 WALNUT ST,Washington Square Maintenance Building,600 WALNUT ST,Washington Square,,,1423,,A11,,B1,C17,,1511381,,4429,Garage\Maintenance Building,Y,Owned,PPR,PPR,781417200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15113446,39.97587946,353,1501-39 N 10TH ST,Dendy Playground Basketball Court,1501-39 N 10TH ST,Dendy Playground,,,2457,,A11,A11.3,B2,C4,,,,4123,Basketball Court,Y,Owned,Public use,PPR,781621700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.14495684,40.03248291,354,5201 OLD YORK RD,Supportive Housing - Emergency Assistance and Response Unit (EARU),5201 OLD YORK RD,Supportive Housing - Emergency Assistance and Response Unit (EARU),,,3000,,A7,,B1,C22,,1094311,,10520401,Housing\Group Quarters,N,Lessee,OSH,Old York Road Realty Partners,883084801,OYR REALTY PARTNERS LP,5.5999999,C,,2013/09/17 00:00:00+00,DPP Leases,mw,N,A
-75.13584419,40.03051879,355,641 LINDLEY AVE,Barrett Playground,641 LINDLEY AVE,Barrett Playground,,,1814,,A11,A11.3,B3,C50,D18,,,4047,Recreation Center,Y,Owned,Public use,PPR,785316900,CITY OF PHILA,5.79527902,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.13567277,40.0312737,356,641 LINDLEY AVE,Barrett Playground Building,641 LINDLEY AVE,Barrett Playground,16117E,,682,,A11,A11.3,B1,C49,,1213345,,4047,Recreation Building,Y,Owned,PPR,PPR,785316900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.11636167,39.98605479,357,2228 E AUBURN ST,Trenton & Auburn Playground Basketball Court 1,2228 E AUBURN ST,Trenton & Auburn Playground,,,2713,,A11,A11.3,B2,C4,,,,4417,Basketball Court,Y,Owned,Public use,PPR,252058001,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.09999835,39.98896355,358,2520 E ONTARIO ST,Fuel Site 349 ,2520 E ONTARIO ST,Fire Engine 28 & Fuel Site 349,25349E,,1200,,A15,,B2,C82,,,,10505664,Fuel Pump,Y,Owned,FLEET,FLEET,786351000,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.09680662,39.9905987,359,2501 E TIOGA ST,Samuel Recreation Center Basketball Court,2501 E TIOGA ST,Samuel Recreation Center,,,2640,,A11,A11.3,B2,C4,,,,4377,Basketball Court,Y,Owned,Public use,PPR,786535750,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.08065422,40.01404416,360,1801 MEADOW ST,Wilmot Park Playground Basketball Court,1801 MEADOW ST,Wilmot Park Playground,,,2770,,A11,A11.3,B2,C4,,,,4443,Basketball Court,Y,Owned,Public use,PPR,786322200,CITY OF PHILADELPHIA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0800817,40.02402709,361,5200 N PENN ST,McIlvain Playground Playground Equipment,5200 N PENN ST,McIlvain Playground,,,2489,,A11,A11.3,B2,C42,,,,4296,Playground Equipment,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.08000431,40.02491035,362,5200 N PENN ST,McIlvain Playground Athletic Field,5200 N PENN ST,McIlvain Playground,,,2491,,A11,A11.3,B3,C87,,,,4296,Baseball Field,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15930815,39.94361836,363,1000-42 LOMBARD ST,Seger Park Playground,1000-42 LOMBARD ST,Seger Park Playground,,,1951,,A11,A11.3,B3,C50,D18,,,4382,Recreation Center,Y,Owned,Public use,PPR,781206100,CITY OF PHILA,1.91626799,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.14734791,39.93714426,364,214 CATHARINE ST,Lanza Park Dog Run,214 CATHARINE ST,Mario Lanza Park,,,2990,,A11,A11.3,B3,C84,,,,4282,Dog Run,Y,Owned,Public use,PPR,781043400,CITY OF PHILA,,C,1200 sqft dog run,2013/01/31 00:00:00+00,PPR Data,mw,N,A
-75.16105491,39.99019138,365,2400 N COLORADO ST,2400 N Colorado Street,2400 N COLORADO ST,2400 N Colorado Street,16183E,,863,,A11,A11.2,B3,C36,,,,4109,Neighborhood Park,Y,Owned,Public use,PPR,161200801,CITY OF PHILA DEPT OF,0.018928,C,Residents say fence is locked mostly. PPR to change designation to mini-park 6/18/13,2013/06/18 00:00:00+00,"PCPC survey, PPR review, OPA",mw,N,I
-75.15829119,39.94099832,366,700 S 9TH ST,Palumbo Recreation Center Playground Equipment,700 S 9TH ST,Palumbo Recreation Center,,,2574,,A11,A11.3,B2,C42,,,,4339,Playground Equipment,Y,Owned,Public use,PPR,781608700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.15143526,40.00999735,367,3720-22 N BROAD ST,Library Branch - Nicetown-tioga,3720-22 N BROAD ST,Library Branch - Nicetown-tioga,52026E,,1162,,A8,,B1,C25,,1215018,,1089860,Library Branch,Y,Owned,LIBRARY,LIBRARY,785055200,CITY OF PHILA,0.086915,C,,2012/05/15 00:00:00+00,Dept per MDO request,mw,N,A
-75.15128155,39.92271239,368,314 EMILY ST,314 Emily Street,314 EMILY ST,314 Emily Street,16246E,,480,,A11,A11.2,B3,C31,,,,10427862,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,781085600,CITY OF PHILA,0.03647499,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.14944927,39.92887923,369,230-34 DICKINSON ST,Donnelly Park,230-34 DICKINSON ST,Donnelly Park,,,2931,,A11,A11.3,B2,C42,,,,4137,Playground Equipment,Y,Owned,Public use,PPR,011031420,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.14649838,40.00754748,370,3600 N 11TH ST,11th & Venango Play Lot Playground Equipment,3600 N 11TH ST,11th & Venango Play Lot,,,1994,,A11,A11.3,B2,C42,,,,4002,Playground Equipment,N,Lessee,Public use,PPR,785623000,SCHOOL DISTRICT OF PHILA,0.816267,C,,2015/09/22 00:00:00+00,PPR Data,nf,N,A
-75.14574486,39.97323968,371,1400-52 N 5TH ST,Cruz Recreation Center Building 1,1400-52 N 5TH ST,Cruz Recreation Center,,,3015,,A11,A11.3,B1,C49,,1068475,,4119,Recreation Building,Y,Owned,PPR,PPR,781479700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.13832581,40.0090897,372,547 RISING SUN AVE,Hamilton Park,547 RISING SUN AVE,Hamilton Park,16312E,,891,,A11,A11.2,B3,C36,,,,4200,Neighborhood Park,Y,Owned,Public use,PPR,432235310,CITY OF PHILA,0.17833,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.13136718,40.04338547,373,6000 N 5TH ST,Fisher Park Playground Building,6000 N 5TH ST,Fisher Park,16675E,,1079,,A11,A11.3,B1,C49,,1157012,,4158,Recreation Building,Y,Owned,PPR,PPR,785548200,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,"FAMIS 6/11, PPR Data",vm,N,A
-75.13252078,39.97757571,374,1800-56 BLAIR ST,Shissler Recreation Center Building,1800-56 BLAIR ST,Shissler Recreation Center,16365E,,1010,,A11,A11.3,B1,C49,,1066109,,4386,Recreation Building,Y,Owned,PPR,PPR,781015450,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.12727652,39.97218059,375,1219-25 E MONTGOMERY AVE,Lederer Pool,1219-25 E MONTGOMERY AVE,Lederer Pool,16383E,,839,,A11,A11.3,B4,C46,,1033757,,10241350,Pool,Y,Owned,PPR,PPR,781286400,CITY OF PHILA,0.296871,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.02068635,40.03568721,376,8215 TORRESDALE AVE,Prisons Training Academy,8201 TORRESDALE AVE,Prisons Training Academy,23010E,,66,,A13,A13.3,B1,C34,,1239829,,10404635,Multi-Use\Office Building,Y,Owned,PRISONS,PRISONS,786537201,CITY OF PHILA,,M,Acres incl w/ Holmesburg Prision,2016/11/28 00:00:00+00,Prisons per James Bentley,nf,N,A
-75.0082009,40.11853964,377,1140 BYBERRY RD,Internal Affairs Unit,1140 BYBERRY RD,Internal Affairs Unit,23011E,,389,,A13,A13.3,B1,C34,D12,,,10260330,Multi-Use\Office Building,Y,Owned,PRISONS,PRISONS,582363610,CITY OF PHILA,0.362971,M,,2016/11/28 00:00:00+00,Prisons per James Bentley,nf,N,A
-75.24844003,39.9082096,378,2500 S 77TH ST,Cibotti Recreation Center Building,2500 S 77TH ST,Cibotti Recreation Center,,,1376,,A11,A11.3,B1,C49,,1477532,,4096,Recreation Building,Y,Owned,PPR,PPR,783803700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.23042455,39.92324373,379,6401 ELMWOOD AVE,Connell Park,6401 ELMWOOD AVE,Connell Park,16188E,,955,,A11,A11.2,B3,C36,,1511528,,4117,Neighborhood Park,Y,Owned,Public use,PPR,783130500,CITY OF PHILA,5.32084178,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.05766574,40.04756969,988,2327-83 COTTMAN AVE,2nd Police District Sub-Station,2327-83 COTTMAN AVE,2nd Police District Sub-Station,,,3370,,A13,A13.2,B1,C44,,,,10528353,Police Sub-Station,N,Lessee,POLICE,Lessor,882065500,CENTRO NP ROOSEVELT MALL,20.8736226,M,,2015/11/09 00:00:00+00,Capital Facility field survey,nf,N,A
-75.22322519,39.91979618,381,2800 S 63RD ST,63rd & Lindbergh Park Basketball Court,2800 S 63RD ST,Lindbergh Park,,,2426,,A11,A11.3,B2,C4,,,,4020,Basketball Court,Y,Owned,Public use,PPR,783794400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.22196973,39.98269768,382,52ND ST AND PARKSIDE AVE,Florentine Lions (One of two),,"West Fairmount Park, Mann Music Center",,,3243,,A11,,B4,C64,,,,4440,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.21828754,40.05445755,383,7 VALLEY GREEN RD,Valley Green Inn Bathroom Facility,,Wissahickon Valley Park,,,1560,,A11,,B1,C55,,,,4455,Restrooms,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21758417,40.0557872,384,,Overlook at Valley Green Inn,,Wissahickon Valley Park,,,2864,,A11,,B4,C63,,,,4455,Stage\Stands,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.21316953,39.98140753,385,4301 LANSDOWNE DR,Japanese House Tool Shed,,Horticulture Center,,,1469,,A11,,B4,C65,,,0173,4440,Shed,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.20652797,39.93617198,386,4910 BOTANIC AVE,Sanitation Warehouse 4,4910 BOTANIC AVE,Sanitation Warehouses,,,1743,,A15,,B1,C73,,1391796,,10362502,Warehouse,Y,Owned,STREETS,STREETS,783043600,CITY OF PHILA,,M,,2011/04/12 00:00:00+00,,,N,A
-75.19985988,39.98337055,387,3800 MT PLEASANT DR,Mount Pleasant Mansion,,Mount Pleasant Mansion,17031E,,1018,,A11,,B1,C21,,1221368,,4145,Historic House\Site,Y,Owned,PMA,PMA,,,0.2,C,,2012/06/01 00:00:00+00,"A. Shaikoli, PMA Dir Engineering & Cap Facilities",mw,N,A
-75.19980109,39.98361396,388,3800 MT PLEASANT DR,Mount Pleasant North Dependency,,East Fairmount Park,,,2862,,A11,,B1,C21,,1221376,,4145,Historic House\Site,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.12171467,40.00037806,389,400-64 E ONTARIO ST,Mcveigh Recreation Center Basketball Court,400-64 E ONTARIO ST,Mcveigh Recreation Center,,,2493,,A11,A11.3,B2,C4,,,,4299,Basketball Court,Y,Owned,Public use,PPR,786349700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.09211436,40.01224677,390,1381 RUAN ST,Deni Playground,1381 RUAN ST,Deni Playground,,,1846,,A11,A11.3,B3,C50,D11,,,4124,Recreation Center,Y,Owned,Public use,PPR,786466500,CITY OF PHILA,3.5451529,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.09293042,40.02150668,391,1010 ARROTT ST,Simpson Playground Basketball Court,1010 ARROTT ST,Simpson Playground,,,2668,,A11,A11.3,B2,C4,,,,4390,Basketball Court,Y,Owned,Public use,PPR,786022900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.04095957,40.03244298,392,4301 PRINCETON AVE,Mullin Playground,4301 PRINCETON AVE,Mullin Playground,,,1918,,A11,A11.3,B3,C50,D11,,,4316,Recreation Center,Y,Owned,Public use,PPR,786438800,CITY OF PHILA,3.89356207,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.04242995,40.06634468,393,,Roosevelt Boulevard Dam,,Pennypack Park,,,3359,,A15,,B4,C93,,,,,Dam,Y,Owned,CITY OF PHILA,CITY OF PHILA,,,1343.404107,M,,2015/10/23 00:00:00+00,PWD Data,nf,N,A
-75.02658696,40.06094595,394,8930 ASHTON RD,McArdle Recreation Center,8930 ASHTON RD,McArdle Recreation Center,,,1991,,A11,A11.3,B3,C50,D18,,,4293,Recreation Center,Y,Owned,Public use,PPR,571309910,CITY PHILA,6.13680791,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.02138778,40.09152178,395,9850 E ROOSEVELT BLVD,Hayes Playground Tennis Court,9850 E ROOSEVELT BLVD,Hayes Playground,,,2554,,A11,A11.3,B2,C67,,,,4213,Tennis Court,Y,Owned,Public use,PPR,786462380,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.01565879,40.0301373,396,7999 STATE RD,Prisons Maintenance/Laundry Bulding,7999 STATE RD,Philadelphia Correctional Facilities Campus,25404E,,2989,,A15,A13.3,B1,C17,,,,10359552,Garage\Maintenance Building,Y,Owned,PRISONS,PRISONS,786504751,PHILA MUNICIPAL AUTH NE,,M,,2016/11/28 00:00:00+00,Prisons per James Bentley,nf,N,A
-75.01291599,40.04806148,397,8729-49 FRANKFORD AVE,Public Property Warehouse,8729-49 FRANKFORD AVE,Public Property Warehouse Frankford Ave,,,2998,,A15,,B1,C73,,1269509,,10351445,Warehouse,N,Lessee,DPP,Washington Service Corp,882753550,WASHINGTON SERV CORP,0.95999997,M,,2013/02/06 00:00:00+00,DPP Leases,mw,N,A
-75.00420481,40.04853749,398,9050 TORRESDALE AVE,Trumbette Playground,9050 TORRESDALE AVE,Trumbette Playground,16593E,,135,,A11,A11.3,B3,C50,D11,,,4419,Recreation Center,Y,Owned,Public use,PPR,786537600,CITY OF PHILA,8.98455142,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.02862636,40.04979981,399,8199 CRESCO AVE,Pennypack Amphitheater 1,,Pennypack Creek Park,17309E,,1090,,A11,,B4,C63,,1244505,,,Stage\Stands,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.16937543,39.95754884,400,200 N 18TH ST,Sister Cities Plaza,200 N 18TH ST,"Benjamin Franklin Parkway, Logan Circle",,,3343,,A11,,B4,C64,,,0238,4058,Statue\Monument,Y,Owned,Public use,PPR,782697700,CITY OF PHILA,5.10851699,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.16492514,39.93318685,401,1200 WHARTON ST,Columbus/ Diprospero Playground Fields,1200 WHARTON ST,Columbus/ Diprospero Playground and Passyunk Square,,,2145,,A11,A11.3,B3,C87,,,,4110,Baseball Field,Y,Owned,Public use,PPR,781429150,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1906492,39.96498459,402,3300-26 WALLACE ST,33rd & Wallace Playground Play Equipment,3300-26 WALLACE ST,33rd & Wallace Playground,,,2008,,A11,A11.3,B2,C42,,,,4012,Playground Equipment,Y,Owned,Public use,PPR,783553800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.19451437,39.97235846,403,3400 W GIRARD AVE,Shelley Building,3400 W GIRARD AVE,Philadelphia Zoo,17824E,,1751,,A18,,B1,C80,,1539534,,4440,Zoo\Animal Habitat,Y,Owned,ZOO,ZOO,783172300,CITY OF PHILA,,C,,2012/06/06 00:00:00+00,"D. Brisbee, Zoo per MDO request",mw,N,A
-75.1894308,39.98073148,404,3300 RESERVOIR DR,33rd & Oxford Driving Range Canopy,,East Fairmount Park,,,3119,,A11,A11.3,B4,C13,,,,4145,Golf Driving Range,Y,Owned,PPR,PPR,,,0.034737,C,No OPA parcel,2016/08/11 00:00:00+00,PPR Data,nf,N,A
-75.19153657,39.9953502,405,KELLY DR,Furness Gateway,,East Fairmount Park,,,3272,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.18724303,39.98971849,406,2102 N 33RD ST,Mander Playground Pool,,Mander Playground,,,2443,,A11,A11.3,B4,C46,,,0199,4145,Pool,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
