school_id,SCHOOL_NAME,SCHOOL_NAME_LABEL,TYPE,TYPE_SPECIFIC
6440,"LINGELBACH, ANNA L. SCHOOL",ANNA L. LINGELBACH SCHOOL,1,DISTRICT
1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,1,DISTRICT
8440,"LOESCHE, WILLIAM H. SCHOOL",WILLIAM H. LOESCHE SCHOOL,1,DISTRICT
8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1,DISTRICT
7400,OLNEY ELEMENTARY SCHOOL,OLNEY SCHOOL,1,DISTRICT
4480,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,1,DISTRICT
1410,"RHOADS, JAMES SCHOOL",JAMES RHOADS SCHOOL,1,DISTRICT
4350,RHODES ELEMENTARY SCHOOL,E. WASHINGTON RHODES SCHOOL,1,DISTRICT
5400,RICHMOND SCHOOL,RICHMOND SCHOOL,1,DISTRICT
1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,1,DISTRICT
6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,1,DISTRICT
7530,"ROWEN, WILLIAM SCHOOL",WILLIAM ROWEN SCHOOL,1,DISTRICT
6030,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,1,DISTRICT
6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,1,DISTRICT
1100,"SAYRE, WILLIAM L. HIGH SCHOOL",WILLIAM L. SAYRE HIGH SCHOOL,1,DISTRICT
2680,SCIENCE LEADERSHIP ACADEMY AT BEEBER,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,1,DISTRICT
2650,SCIENCE LEADERSHIP ACADEMY,SCIENCE LEADERSHIP ACADEMY,1,DISTRICT
2050,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,1,DISTRICT
2630,"SHARSWOOD, GEORGE SCHOOL",GEORGE W. SHARSWOOD SCHOOL,1,DISTRICT
6380,SHAWMONT SCHOOL,SHAWMONT SCHOOL,1,DISTRICT
5410,"SHEPPARD, ISAAC A. SCHOOL",ISAAC A. SHEPPARD SCHOOL,1,DISTRICT
5530,GLORIA CASAREZ ELEMENTARY SCHOOL,GLORIA CASAREZ ELEMENTARY SCHOOL,1,DISTRICT
8340,"SOLIS-COHEN, SOLOMON SCHOOL",SOLOMON SOLIS-COHEN SCHOOL,1,DISTRICT
2000,SOUTH PHILADELPHIA HIGH SCHOOL,SOUTH PHILADELPHIA HIGH SCHOOL,1,DISTRICT
2640,SOUTHWARK SCHOOL,SOUTHWARK SCHOOL,1,DISTRICT
5560,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1,DISTRICT
8350,"SPRUANCE, GILBERT SCHOOL",GILBERT SPRUANCE SCHOOL,1,DISTRICT
2450,"STANTON, EDWIN M. SCHOOL",EDWIN M. STANTON SCHOOL,1,DISTRICT
7290,"STEARNE, ALLEN M. SCHOOL",ALLEN M. STEARNE SCHOOL,1,DISTRICT
6390,"STEEL, EDWARD SCHOOL",EDWARD T. STEEL SCHOOL,1,DISTRICT
4140,STRAWBERRY MANSION HIGH SCHOOL,STRAWBERRY MANSION HIGH SCHOOL,1,DISTRICT
7430,"SULLIVAN, JAMES J. SCHOOL",JAMES J. SULLIVAN SCHOOL,1,DISTRICT
8090,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS AND TECHNOLOGY HIGH SCHOOL,1,DISTRICT
3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL,1,DISTRICT
3368,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,2,CHARTER
3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,2,CHARTER
2310,ACHIEVE ACADEMY,"ACHIEVE ACADEMY
",1,CONTRACTED
3820,ACHIEVE ACADEMY EAST,ACHIEVE ACADEMY EAST,1,CONTRACTED
3306,CHRISTOPHER COLUMBUS CHARTER,CHRISTOPHER COLUMBUS CHARTER SCHOOL,2,CHARTER
3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,2,CHARTER
3190,CROSSROADS @ HUNTING PARK,CROSSROADS AT HUNTING PARK,1,DISTRICT
8690,CROSSROADS ACCELERATED ACADEMY,CROSSROADS ACCELERATED ACADEMY,1,DISTRICT
3307,DE HOSTOS CHARTER SCHOOL,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,2,CHARTER
3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,2,CHARTER
3412,DOUGLASS MASTERY CHARTER,MASTERY CHARTER SCHOOL AT DOUGLASS,2,CHARTER
3510,EL CENTRO DE ESTUDIANTES,EL CENTRO DE ESTUDIANTES (BIG PICTURE),1,CONTRACTED
3333,ESPERANZA ACADEMY CHARTER,ESPERANZA ACADEMY CHARTER SCHOOL,2,CHARTER
8080,EXCEL ACADEMY NORTH,EXCEL ACADEMY NORTH,1,CONTRACTED
3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACS),2,CHARTER
3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,2,CHARTER
3420,MASTERY CHARTER @ CLEVELAND,MASTERY CHARTER SCHOOL AT CLEVELAND,2,CHARTER
3415,MASTERY CHARTER @ CLYMER,MASTERY CHARTER SCHOOL AT CLYMER,2,CHARTER
3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,2,CHARTER
3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",2,CHARTER
3359,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY CHARTER SCHOOL,2,CHARTER
3360,RUSSELL BYERS CHARTER SCHOOL,RUSSELL BYERS CHARTER SCHOOL,2,CHARTER
3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2,CHARTER
3880,SOUTH PHILADELPHIA HIGH SCHOOL EOP,SOUTH PHILADELPHIA HIGH SCHOOL EOP,1,DISTRICT
3392,SOUTHWEST LEADERSHIP ACADEMY,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,2,CHARTER
3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2,CHARTER
3424,UNIVERSAL ALCORN CHARTER,UNIVERSAL CHARTER SCHOOL AT ALCORN,2,CHARTER
3417,UNIVERSAL AUDENRIED CHARTER,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,2,CHARTER
3410,GUION S BLUFORD ELEMENTARY SCHOOL,GUION S BLUFORD ELEMENTARY SCHOOL,1,DISTRICT
3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,2,CHARTER
3326,UNIVERSAL INSTITUTE,UNIVERSAL INSTITUTE CHARTER SCHOOL,2,CHARTER
3418,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE,2,CHARTER
3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,2,CHARTER
3357,WEST PHILADELPHIA ACHIEVEMENT,WEST PHILADELPHIA ACHIEVEMENT CHARTER SCHOOL,2,CHARTER
3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,2,CHARTER
"8130
","NORTHEAST COMMUNITY PROPEL ACADEMY
",NORTHEAST COMMUNITY PROPEL ACADEMY,1,DISTRICT
